gene	pathway
6300	hsa04380:K04441:[EC:2.7.11.24]
6300	hsa04550:K04441:[EC:2.7.11.24]
6300	hsa04611:K04441:[EC:2.7.11.24]
6300	hsa04620:K04441:[EC:2.7.11.24]
6300	hsa04621:K04441:[EC:2.7.11.24]
6300	hsa04622:K04441:[EC:2.7.11.24]
6300	hsa04625:K04441:[EC:2.7.11.24]
6300	hsa04657:K04441:[EC:2.7.11.24]
6300	hsa04658:K04441:[EC:2.7.11.24]
6300	hsa04659:K04441:[EC:2.7.11.24]
6300	hsa04660:K04441:[EC:2.7.11.24]
6300	hsa04664:K04441:[EC:2.7.11.24]
6300	hsa04668:K04441:[EC:2.7.11.24]
6300	hsa04670:K04441:[EC:2.7.11.24]
6300	hsa04714:K04441:[EC:2.7.11.24]
6300	hsa04722:K04441:[EC:2.7.11.24]
6300	hsa04723:K04441:[EC:2.7.11.24]
6300	hsa04728:K04441:[EC:2.7.11.24]
6300	hsa04750:K04441:[EC:2.7.11.24]
6300	hsa04912:K04441:[EC:2.7.11.24]
6300	hsa04914:K04441:[EC:2.7.11.24]
6300	hsa04917:K04441:[EC:2.7.11.24]
6300	hsa04926:K04441:[EC:2.7.11.24]
6300	hsa04933:K04441:[EC:2.7.11.24]
6300	hsa05014:K04441:[EC:2.7.11.24]
6300	hsa05120:K04441:[EC:2.7.11.24]
6300	hsa05131:K04441:[EC:2.7.11.24]
6300	hsa05132:K04441:[EC:2.7.11.24]
6300	hsa05133:K04441:[EC:2.7.11.24]
6300	hsa05140:K04441:[EC:2.7.11.24]
6300	hsa05142:K04441:[EC:2.7.11.24]
6300	hsa05145:K04441:[EC:2.7.11.24]
6300	hsa05152:K04441:[EC:2.7.11.24]
6300	hsa05160:K04441:[EC:2.7.11.24]
6300	hsa05163:K04441:[EC:2.7.11.24]
6300	hsa05164:K04441:[EC:2.7.11.24]
6300	hsa05167:K04441:[EC:2.7.11.24]
6300	hsa05169:K04441:[EC:2.7.11.24]
6300	hsa05170:K04441:[EC:2.7.11.24]
6300	hsa05205:K04441:[EC:2.7.11.24]
6300	hsa05418:K04441:[EC:2.7.11.24]
6301	hsa00970:K01875:[EC:6.1.1.11]
63036	hsa04972:K01346:[EC:3.4.21.71]
63036	hsa04974:K01346:[EC:3.4.21.71]
6303	hsa00330:K00657:[EC:2.3.1.57]
6303	hsa04216:K00657:[EC:2.3.1.57]
6307	hsa00100:K07750:[EC:1.14.18.9]
6309	hsa00100:K00227:[EC:1.14.19.20]
6317	hsa05146:K13963:
6318	hsa05146:K13963:
6319	hsa01040:K00507:[EC:1.14.19.1]
6319	hsa03320:K00507:[EC:1.14.19.1]
6319	hsa04152:K00507:[EC:1.14.19.1]
6323	hsa04728:K04833:
6324	hsa04261:K04845:
6326	hsa04742:K04834:
6328	hsa04742:K04836:
632	hsa04928:K22609:
6330	hsa04261:K04848:
6331	hsa04261:K04838:
6332	hsa04261:K04839:
6335	hsa04742:K04841:
6337	hsa04742:K04824:
6337	hsa04960:K04824:
6338	hsa04742:K04825:
6338	hsa04960:K04825:
6340	hsa04742:K04827:
6340	hsa04960:K04827:
6342	hsa00120:K08764:[EC:2.3.1.176]
6342	hsa03320:K08764:[EC:2.3.1.176]
6342	hsa04146:K08764:[EC:2.3.1.176]
6343	hsa04080:K05263:
6343	hsa04972:K05263:
6344	hsa04080:K04588:
6344	hsa04972:K04588:
6344	hsa04976:K04588:
6346	hsa04060:K05514:
6346	hsa04062:K05514:
6347	hsa04060:K14624:
6347	hsa04062:K14624:
6347	hsa04621:K14624:
6347	hsa04657:K14624:
6347	hsa04668:K14624:
6347	hsa04933:K14624:
6347	hsa05142:K14624:
6347	hsa05144:K14624:
6347	hsa05163:K14624:
6347	hsa05164:K14624:
6347	hsa05168:K14624:
6347	hsa05323:K14624:
6347	hsa05418:K14624:
6348	hsa04060:K05408:
6348	hsa04062:K05408:
6348	hsa04620:K05408:
6348	hsa05132:K05408:
6348	hsa05142:K05408:
6348	hsa05163:K05408:
6348	hsa05323:K05408:
6349	hsa04060:K05408:
6349	hsa04062:K05408:
6349	hsa04620:K05408:
6349	hsa05132:K05408:
6349	hsa05142:K05408:
6349	hsa05163:K05408:
6349	hsa05323:K05408:
6351	hsa04060:K12964:
6351	hsa04062:K12964:
6351	hsa04064:K12964:
6351	hsa04620:K12964:
6351	hsa04623:K12964:
6351	hsa05132:K12964:
6351	hsa05163:K12964:
6352	hsa04060:K12499:
6352	hsa04062:K12499:
6352	hsa04620:K12499:
6352	hsa04621:K12499:
6352	hsa04623:K12499:
6352	hsa04668:K12499:
6352	hsa05020:K12499:
6352	hsa05120:K12499:
6352	hsa05142:K12499:
6352	hsa05163:K12499:
6352	hsa05164:K12499:
6352	hsa05168:K12499:
6352	hsa05323:K12499:
6354	hsa04060:K05509:
6354	hsa04062:K05509:
6354	hsa04657:K05509:
6355	hsa04060:K16596:
6355	hsa04062:K16596:
6356	hsa04060:K16597:
6356	hsa04062:K16597:
6356	hsa04657:K16597:
6356	hsa05310:K16597:
6357	hsa04060:K16595:
6357	hsa04062:K16595:
6357	hsa04064:K16595:
6358	hsa04060:K21092:
6358	hsa04062:K21092:
6359	hsa04060:K05511:
6359	hsa04062:K05511:
635	hsa00260:K00544:[EC:2.1.1.5]
635	hsa00270:K00544:[EC:2.1.1.5]
6360	hsa04060:K21093:
6360	hsa04062:K21093:
6361	hsa04060:K21083:
6361	hsa04062:K21083:
6361	hsa04625:K21083:
6361	hsa04657:K21083:
6362	hsa04060:K21094:
6362	hsa04062:K21094:
6363	hsa04060:K05512:
6363	hsa04062:K05512:
6363	hsa04064:K05512:
6364	hsa04060:K14625:
6364	hsa04062:K14625:
6364	hsa04657:K14625:
6364	hsa04668:K14625:
6364	hsa05323:K14625:
6366	hsa04060:K16062:
6366	hsa04062:K16062:
6366	hsa04064:K16062:
6367	hsa04060:K21095:
6367	hsa04062:K21095:
6367	hsa04625:K21095:
6368	hsa04060:K05511:
6368	hsa04062:K05511:
6369	hsa04060:K21097:
6369	hsa04062:K21097:
6370	hsa04060:K13072:
6370	hsa04062:K13072:
6370	hsa04672:K13072:
6372	hsa04060:K05506:
6372	hsa04062:K05506:
6372	hsa04657:K05506:
6372	hsa05133:K05506:
6372	hsa05323:K05506:
6373	hsa04060:K12672:
6373	hsa04062:K12672:
6373	hsa04620:K12672:
6374	hsa04060:K05506:
6374	hsa04062:K05506:
6374	hsa04657:K05506:
6374	hsa04668:K05506:
6374	hsa05133:K05506:
6374	hsa05323:K05506:
6375	hsa04060:K05507:
6375	hsa04062:K05507:
6376	hsa04060:K05508:
6376	hsa04062:K05508:
6376	hsa04668:K05508:
6376	hsa05163:K05508:
637	hsa01524:K04726:
637	hsa04071:K04726:
637	hsa04115:K04726:
637	hsa04210:K04726:
637	hsa04215:K04726:
637	hsa04217:K04726:
637	hsa04650:K04726:
637	hsa04932:K04726:
637	hsa05010:K04726:
637	hsa05014:K04726:
637	hsa05152:K04726:
637	hsa05163:K04726:
637	hsa05167:K04726:
637	hsa05170:K04726:
637	hsa05200:K04726:
637	hsa05416:K04726:
63826	hsa00260:K12235:[EC:5.1.1.18]
6382	hsa04512:K06257:
6382	hsa04514:K06257:
6382	hsa05144:K06257:
6382	hsa05205:K06257:
6382	hsa05418:K06257:
6383	hsa04514:K16336:
6383	hsa05144:K16336:
6383	hsa05205:K16336:
6383	hsa05418:K16336:
6385	hsa04512:K16338:
6385	hsa04514:K16338:
6385	hsa05205:K16338:
6385	hsa05418:K16338:
63875	hsa03010:K02879:
6387	hsa04060:K10031:
6387	hsa04062:K10031:
6387	hsa04064:K10031:
6387	hsa04360:K10031:
6387	hsa04670:K10031:
6387	hsa04672:K10031:
6387	hsa04810:K10031:
6387	hsa05163:K10031:
6387	hsa05200:K10031:
6387	hsa05323:K10031:
63893	hsa04120:K10581:[EC:2.3.2.24]
6389	hsa00020:K00234:[EC:1.3.5.1]
6389	hsa00190:K00234:[EC:1.3.5.1]
6389	hsa04714:K00234:[EC:1.3.5.1]
6389	hsa04932:K00234:[EC:1.3.5.1]
6389	hsa05010:K00234:[EC:1.3.5.1]
6389	hsa05012:K00234:[EC:1.3.5.1]
6389	hsa05016:K00234:[EC:1.3.5.1]
638	hsa01522:K18452:
6390	hsa00020:K00235:[EC:1.3.5.1]
6390	hsa00190:K00235:[EC:1.3.5.1]
6390	hsa04714:K00235:[EC:1.3.5.1]
6390	hsa04932:K00235:[EC:1.3.5.1]
6390	hsa05010:K00235:[EC:1.3.5.1]
6390	hsa05012:K00235:[EC:1.3.5.1]
6390	hsa05016:K00235:[EC:1.3.5.1]
63916	hsa05100:K18985:
63916	hsa05131:K18985:
63917	hsa00512:K00710:[EC:2.4.1.41]
6391	hsa00020:K00236:
6391	hsa00190:K00236:
6391	hsa04714:K00236:
6391	hsa04932:K00236:
6391	hsa05010:K00236:
6391	hsa05012:K00236:
6391	hsa05016:K00236:
63923	hsa04151:K06252:
63923	hsa04510:K06252:
63923	hsa04512:K06252:
63923	hsa05165:K06252:
63923	hsa05206:K06252:
6392	hsa00020:K00237:
6392	hsa00190:K00237:
6392	hsa04714:K00237:
6392	hsa04932:K00237:
6392	hsa05010:K00237:
6392	hsa05012:K00237:
6392	hsa05016:K00237:
63931	hsa03010:K02954:
6396	hsa03013:K14004:
6396	hsa04141:K14004:
6396	hsa04150:K14004:
63970	hsa04115:K13773:
63970	hsa04210:K13773:
63976	hsa04714:K22410:
6400	hsa04141:K14026:
6401	hsa04514:K06494:
6401	hsa04668:K06494:
6401	hsa04933:K06494:
6401	hsa05143:K06494:
6401	hsa05144:K06494:
6401	hsa05418:K06494:
6402	hsa04514:K06495:
6403	hsa04514:K06496:
6403	hsa05144:K06496:
6403	hsa05150:K06496:
6404	hsa04514:K06544:
6404	hsa05150:K06544:
6405	hsa04360:K06840:
64064	hsa00072:K01027:[EC:2.8.3.5]
64064	hsa00280:K01027:[EC:2.8.3.5]
64064	hsa00650:K01027:[EC:2.8.3.5]
64065	hsa04115:K10136:
64077	hsa00190:K11725:[EC:3.6.1.1 3.1.3.-]
64080	hsa00030:K00852:[EC:2.7.1.15]
64087	hsa00280:K01969:[EC:6.4.1.4]
64098	hsa04510:K06275:
64101	hsa04360:K16351:
64101	hsa04514:K16351:
64106	hsa04080:K04240:
64109	hsa04060:K05078:
64109	hsa04630:K05078:
64116	hsa04216:K14714:
64121	hsa04140:K16186:
64121	hsa04150:K16186:
64127	hsa04621:K10165:
64127	hsa04668:K10165:
64127	hsa05131:K10165:
64127	hsa05152:K10165:
64127	hsa05321:K10165:
64131	hsa00532:K00771:[EC:2.4.2.26]
64131	hsa00534:K00771:[EC:2.4.2.26]
64132	hsa00532:K00771:[EC:2.4.2.26]
64132	hsa00534:K00771:[EC:2.4.2.26]
64135	hsa04622:K12647:[EC:3.6.4.13]
64135	hsa05161:K12647:[EC:3.6.4.13]
64135	hsa05162:K12647:[EC:3.6.4.13]
64135	hsa05164:K12647:[EC:3.6.4.13]
64135	hsa05168:K12647:[EC:3.6.4.13]
641371	hsa00062:K01068:[EC:3.1.2.2]
641371	hsa01040:K01068:[EC:3.1.2.2]
64137	hsa02010:K05680:
64145	hsa04144:K12481:
6416	hsa04010:K04430:[EC:2.7.12.2]
6416	hsa04012:K04430:[EC:2.7.12.2]
6416	hsa04620:K04430:[EC:2.7.12.2]
6416	hsa04664:K04430:[EC:2.7.12.2]
6416	hsa04668:K04430:[EC:2.7.12.2]
6416	hsa04912:K04430:[EC:2.7.12.2]
6416	hsa04926:K04430:[EC:2.7.12.2]
6416	hsa05120:K04430:[EC:2.7.12.2]
6416	hsa05142:K04430:[EC:2.7.12.2]
6416	hsa05161:K04430:[EC:2.7.12.2]
6416	hsa05164:K04430:[EC:2.7.12.2]
6416	hsa05166:K04430:[EC:2.7.12.2]
6416	hsa05167:K04430:[EC:2.7.12.2]
6416	hsa05169:K04430:[EC:2.7.12.2]
6416	hsa05418:K04430:[EC:2.7.12.2]
64170	hsa04621:K12794:
64170	hsa04625:K12794:
64170	hsa05152:K12794:
6419	hsa00310:K11433:[EC:2.1.1.43]
641	hsa03440:K10901:[EC:3.6.4.12]
641	hsa03460:K10901:[EC:3.6.4.12]
64211	hsa04550:K18493:
64215	hsa04141:K09521:
64218	hsa04360:K06521:
64221	hsa04360:K06755:
64223	hsa04136:K08266:
64223	hsa04140:K08266:
64223	hsa04150:K08266:
64223	hsa04151:K08266:
64223	hsa04714:K08266:
6422	hsa04310:K02166:
6423	hsa04310:K02176:
64240	hsa02010:K05683:
64240	hsa04975:K05683:
64240	hsa04976:K05683:
64240	hsa04979:K05683:
64241	hsa02010:K05684:
64241	hsa04975:K05684:
64241	hsa04976:K05684:
64241	hsa04979:K05684:
6424	hsa04310:K02185:
6425	hsa04310:K02222:
6426	hsa03040:K12890:
6426	hsa04657:K12890:
6426	hsa05168:K12890:
6427	hsa03040:K12891:
6427	hsa05168:K12891:
64282	hsa03018:K03514:[EC:2.7.7.19]
6428	hsa03040:K12892:
6428	hsa05168:K12892:
6429	hsa03040:K12893:
6429	hsa05168:K12893:
6430	hsa03040:K12893:
6430	hsa05168:K12893:
6431	hsa03040:K12893:
6431	hsa05168:K12893:
64321	hsa04310:K04495:
64324	hsa00310:K15588:[EC:2.1.1.43]
64326	hsa04115:K10143:[EC:2.3.2.27]
64326	hsa04120:K10143:[EC:2.3.2.27]
6432	hsa03040:K12896:
6432	hsa05168:K12896:
64332	hsa05202:K14242:
64343	hsa04622:K12651:
6434	hsa03040:K12897:
64374	hsa04141:K14001:
643802	hsa03008:K14559:
643834	hsa04974:K06002:[EC:3.4.23.1]
643847	hsa04974:K06002:[EC:3.4.23.1]
64386	hsa04928:K08003:[EC:3.4.24.-]
64393	hsa04115:K10137:
64398	hsa04390:K06091:
64398	hsa04530:K06091:
64398	hsa05165:K06091:
64399	hsa04024:K06231:
64399	hsa04340:K06231:
64399	hsa05200:K06231:
64399	hsa05217:K06231:
643	hsa04060:K04190:
643	hsa04062:K04190:
64409	hsa00512:K00710:[EC:2.4.1.41]
64411	hsa04015:K12490:
64411	hsa04024:K12490:
64411	hsa04144:K12490:
644150	hsa04144:K19475:
64419	hsa00562:K18086:[EC:3.1.3.64 3.1.3.95]
64419	hsa04070:K18086:[EC:3.1.3.64 3.1.3.95]
64419	hsa04140:K18086:[EC:3.1.3.64 3.1.3.95]
6441	hsa04145:K10068:
64421	hsa03450:K10887:[EC:3.1.-.-]
64421	hsa05340:K10887:[EC:3.1.-.-]
64422	hsa04136:K08343:
64422	hsa04140:K08343:
64422	hsa05167:K08343:
64425	hsa00230:K03005:
64425	hsa00240:K03005:
64425	hsa03020:K03005:
6442	hsa05410:K12565:
6442	hsa05412:K12565:
6442	hsa05414:K12565:
6442	hsa05416:K12565:
6443	hsa05410:K12566:
6443	hsa05412:K12566:
6443	hsa05414:K12566:
6443	hsa05416:K12566:
64446	hsa05016:K11143:
6444	hsa05410:K12563:
6444	hsa05412:K12563:
6444	hsa05414:K12563:
6444	hsa05416:K12563:
6445	hsa05410:K12564:
6445	hsa05412:K12564:
6445	hsa05414:K12564:
6445	hsa05416:K12564:
644672	hsa04514:K06087:
644672	hsa04530:K06087:
644672	hsa04670:K06087:
644672	hsa05160:K06087:
6446	hsa04068:K13302:[EC:2.7.11.1]
6446	hsa04150:K13302:[EC:2.7.11.1]
6446	hsa04151:K13302:[EC:2.7.11.1]
6446	hsa04960:K13302:[EC:2.7.11.1]
6448	hsa00531:K01565:[EC:3.10.1.1]
6448	hsa04142:K01565:[EC:3.10.1.1]
644	hsa00860:K00214:[EC:1.3.1.24]
64506	hsa04114:K02602:
64506	hsa04914:K02602:
6452	hsa04650:K07984:
6455	hsa04144:K11247:
6456	hsa04144:K11247:
645745	hsa04978:K14739:
64579	hsa00534:K02579:[EC:3.1.1.- 2.8.2.-]
6457	hsa04144:K11247:
64581	hsa04145:K10074:
64581	hsa04625:K10074:
64581	hsa05152:K10074:
645974	hsa03013:K13126:
645974	hsa03015:K13126:
645974	hsa03018:K13126:
645	hsa00740:K05901:[EC:1.3.1.24 1.5.1.30]
645	hsa00860:K05901:[EC:1.3.1.24 1.5.1.30]
64600	hsa00564:K01047:[EC:3.1.1.4]
64600	hsa00565:K01047:[EC:3.1.1.4]
64600	hsa00590:K01047:[EC:3.1.1.4]
64600	hsa00591:K01047:[EC:3.1.1.4]
64600	hsa00592:K01047:[EC:3.1.1.4]
64600	hsa04014:K01047:[EC:3.1.1.4]
64600	hsa04270:K01047:[EC:3.1.1.4]
64600	hsa04972:K01047:[EC:3.1.1.4]
64600	hsa04975:K01047:[EC:3.1.1.4]
6464	hsa01521:K06279:
6464	hsa01522:K06279:
6464	hsa04012:K06279:
6464	hsa04014:K06279:
6464	hsa04062:K06279:
6464	hsa04072:K06279:
6464	hsa04510:K06279:
6464	hsa04650:K06279:
6464	hsa04722:K06279:
6464	hsa04910:K06279:
6464	hsa04915:K06279:
6464	hsa04917:K06279:
6464	hsa04926:K06279:
6464	hsa05034:K06279:
6464	hsa05100:K06279:
6464	hsa05206:K06279:
6464	hsa05214:K06279:
6464	hsa05220:K06279:
6464	hsa05224:K06279:
6464	hsa05225:K06279:
6464	hsa05226:K06279:
646625	hsa00230:K13485:[EC:4.1.1.97]
64682	hsa04110:K03348:
64682	hsa04114:K03348:
64682	hsa04120:K03348:
64682	hsa04914:K03348:
64682	hsa05166:K03348:
6469	hsa04340:K11988:
6469	hsa04360:K11988:
6469	hsa05200:K11988:
6469	hsa05205:K11988:
6469	hsa05217:K11988:
6469	hsa05226:K11988:
6470	hsa00260:K00600:[EC:2.1.2.1]
6470	hsa00630:K00600:[EC:2.1.2.1]
6470	hsa00670:K00600:[EC:2.1.2.1]
6470	hsa01523:K00600:[EC:2.1.2.1]
6472	hsa00260:K00600:[EC:2.1.2.1]
6472	hsa00630:K00600:[EC:2.1.2.1]
6472	hsa00670:K00600:[EC:2.1.2.1]
6472	hsa01523:K00600:[EC:2.1.2.1]
64744	hsa04144:K12486:
64750	hsa04120:K04678:[EC:2.3.2.26]
64750	hsa04144:K04678:[EC:2.3.2.26]
64750	hsa04340:K04678:[EC:2.3.2.26]
64750	hsa04350:K04678:[EC:2.3.2.26]
64764	hsa04022:K09048:
64764	hsa04024:K09048:
64764	hsa04151:K09048:
64764	hsa04152:K09048:
64764	hsa04211:K09048:
64764	hsa04261:K09048:
64764	hsa04668:K09048:
64764	hsa04714:K09048:
64764	hsa04725:K09048:
64764	hsa04728:K09048:
64764	hsa04911:K09048:
64764	hsa04915:K09048:
64764	hsa04916:K09048:
64764	hsa04918:K09048:
64764	hsa04922:K09048:
64764	hsa04925:K09048:
64764	hsa04926:K09048:
64764	hsa04927:K09048:
64764	hsa04928:K09048:
64764	hsa04931:K09048:
64764	hsa04934:K09048:
64764	hsa04962:K09048:
64764	hsa05016:K09048:
64764	hsa05030:K09048:
64764	hsa05031:K09048:
64764	hsa05034:K09048:
64764	hsa05161:K09048:
64764	hsa05163:K09048:
64764	hsa05165:K09048:
64764	hsa05203:K09048:
64764	hsa05215:K09048:
64768	hsa00562:K10572:[EC:2.7.1.158]
64768	hsa04070:K10572:[EC:2.7.1.158]
6476	hsa00052:K01203:[EC:3.2.1.48 3.2.1.10]
6476	hsa00500:K01203:[EC:3.2.1.48 3.2.1.10]
6476	hsa04973:K01203:[EC:3.2.1.48 3.2.1.10]
64772	hsa00511:K01227:[EC:3.2.1.96]
6477	hsa04115:K04506:[EC:2.3.2.27]
6477	hsa04120:K04506:[EC:2.3.2.27]
6477	hsa04310:K04506:[EC:2.3.2.27]
64781	hsa00600:K04715:[EC:2.7.1.138]
64784	hsa05166:K16334:
64786	hsa04137:K20168:
64798	hsa04140:K20402:
64798	hsa04150:K20402:
64802	hsa00760:K06210:[EC:2.7.7.1 2.7.7.18]
64805	hsa04611:K04298:
64806	hsa04060:K05493:
64806	hsa04657:K05493:
6480	hsa00510:K00778:[EC:2.4.99.1]
6480	hsa00514:K00778:[EC:2.4.99.1]
64816	hsa05204:K17692:[EC:1.14.14.1]
6482	hsa00512:K00780:[EC:2.4.99.4]
6482	hsa00533:K00780:[EC:2.4.99.4]
6482	hsa00603:K00780:[EC:2.4.99.4]
6482	hsa00604:K00780:[EC:2.4.99.4]
64834	hsa00062:K10247:[EC:2.3.1.199]
64837	hsa05132:K10407:
6483	hsa00512:K03368:[EC:2.4.99.4]
6483	hsa00533:K03368:[EC:2.4.99.4]
6483	hsa00603:K03368:[EC:2.4.99.4]
6483	hsa00604:K03368:[EC:2.4.99.4]
64840	hsa04310:K00181:[EC:2.3.1.250]
64841	hsa00520:K00621:[EC:2.3.1.4]
6484	hsa00601:K03494:[EC:2.4.99.4]
64850	hsa00564:K14286:[EC:4.2.3.2]
6487	hsa00514:K00781:[EC:2.4.99.6]
6487	hsa00515:K00781:[EC:2.4.99.6]
6487	hsa00533:K00781:[EC:2.4.99.6]
6487	hsa00601:K00781:[EC:2.4.99.6]
64895	hsa03015:K14376:[EC:2.7.7.19]
6489	hsa00601:K03371:[EC:2.4.99.8]
6489	hsa00603:K03371:[EC:2.4.99.8]
6489	hsa00604:K03371:[EC:2.4.99.8]
648	hsa04550:K11459:
648	hsa05202:K11459:
648	hsa05206:K11459:
64900	hsa00561:K15728:[EC:3.1.3.4]
64900	hsa00564:K15728:[EC:3.1.3.4]
64902	hsa00250:K00827:[EC:2.6.1.44 2.6.1.40]
64902	hsa00260:K00827:[EC:2.6.1.44 2.6.1.40]
64902	hsa00270:K00827:[EC:2.6.1.44 2.6.1.40]
64902	hsa00280:K00827:[EC:2.6.1.44 2.6.1.40]
64919	hsa05202:K22046:
64926	hsa04014:K17634:
64928	hsa03010:K02874:
6494	hsa04015:K08013:
6494	hsa04670:K08013:
6495	hsa05202:K15614:
64960	hsa03010:K02956:
64963	hsa03010:K02948:
64965	hsa03010:K02996:
64968	hsa03010:K02990:
64969	hsa03010:K02988:
64979	hsa03010:K02919:
64981	hsa03010:K02914:
64983	hsa03010:K02911:
6498	hsa04550:K18499:
6499	hsa03018:K12599:[EC:3.6.4.-]
65003	hsa03010:K02867:
65005	hsa03010:K02939:
65008	hsa03010:K02863:
6500	hsa04110:K03094:
6500	hsa04114:K03094:
6500	hsa04120:K03094:
6500	hsa04141:K03094:
6500	hsa04310:K03094:
6500	hsa04350:K03094:
6500	hsa04710:K03094:
6500	hsa05168:K03094:
6500	hsa05170:K03094:
6500	hsa05200:K03094:
65010	hsa04978:K14704:
65018	hsa04137:K05688:[EC:2.7.11.1]
65018	hsa05012:K05688:[EC:2.7.11.1]
6502	hsa04068:K03875:
6502	hsa04110:K03875:
6502	hsa04120:K03875:
6502	hsa04150:K03875:
6502	hsa05168:K03875:
6502	hsa05169:K03875:
6502	hsa05200:K03875:
6502	hsa05203:K03875:
6502	hsa05222:K03875:
6504	hsa05162:K06536:
6505	hsa04724:K05612:
6505	hsa04974:K05612:
6506	hsa04724:K05613:
6506	hsa05014:K05613:
6507	hsa04724:K05614:
65083	hsa03008:K14544:
650	hsa04060:K21283:
650	hsa04350:K21283:
650	hsa04390:K21283:
650	hsa05200:K21283:
650	hsa05217:K21283:
65108	hsa04666:K13536:
65108	hsa05140:K13536:
65109	hsa03013:K14328:
65109	hsa03015:K14328:
6510	hsa04974:K05616:
6510	hsa05230:K05616:
65110	hsa03013:K14328:
65110	hsa03015:K14328:
6511	hsa04724:K05617:
6512	hsa04724:K05618:
6513	hsa04066:K07299:
6513	hsa04911:K07299:
6513	hsa04919:K07299:
6513	hsa04920:K07299:
6513	hsa04922:K07299:
6513	hsa04931:K07299:
6513	hsa04976:K07299:
6513	hsa05166:K07299:
6513	hsa05200:K07299:
6513	hsa05211:K07299:
6513	hsa05230:K07299:
6514	hsa04911:K07593:
6514	hsa04917:K07593:
6514	hsa04922:K07593:
6514	hsa04930:K07593:
6514	hsa04931:K07593:
6514	hsa04950:K07593:
6514	hsa04973:K07593:
6514	hsa05230:K07593:
6517	hsa04068:K07191:
6517	hsa04152:K07191:
6517	hsa04910:K07191:
6517	hsa04920:K07191:
6517	hsa04930:K07191:
6517	hsa04931:K07191:
6518	hsa04973:K08143:
6519	hsa04974:K14210:
651	hsa04060:K05496:
6520	hsa04150:K06519:
6520	hsa04216:K06519:
6520	hsa04974:K06519:
6521	hsa04966:K06573:
65220	hsa00760:K00858:[EC:2.7.1.23]
6522	hsa04970:K13855:
6522	hsa04971:K13855:
6522	hsa04972:K13855:
6522	hsa04976:K13855:
6523	hsa04973:K14158:
6523	hsa04976:K14158:
6523	hsa04978:K14158:
65260	hsa04714:K18180:
65263	hsa00330:K00286:[EC:1.5.1.2]
65264	hsa04120:K10585:[EC:2.3.2.23]
6528	hsa04918:K14385:
6529	hsa04727:K05034:
652	hsa04060:K04662:
652	hsa04350:K04662:
652	hsa04390:K04662:
652	hsa04550:K04662:
652	hsa04919:K04662:
652	hsa05200:K04662:
652	hsa05217:K04662:
652	hsa05418:K04662:
653166	hsa04740:K04257:
6531	hsa04728:K05036:
6531	hsa05012:K05036:
6531	hsa05030:K05036:
6531	hsa05031:K05036:
6531	hsa05034:K05036:
653247	hsa04970:K13911:
6532	hsa04726:K05037:
653361	hsa04062:K08011:
653361	hsa04145:K08011:
653361	hsa04380:K08011:
653361	hsa04666:K08011:
653361	hsa04670:K08011:
653361	hsa05140:K08011:
653361	hsa05418:K08011:
653489	hsa03013:K12172:
653509	hsa04145:K10067:
653509	hsa05133:K10067:
653604	hsa05034:K11253:
653604	hsa05202:K11253:
653604	hsa05322:K11253:
653689	hsa00480:K00799:[EC:2.5.1.18]
653689	hsa00980:K00799:[EC:2.5.1.18]
653689	hsa00982:K00799:[EC:2.5.1.18]
653689	hsa00983:K00799:[EC:2.5.1.18]
653689	hsa01524:K00799:[EC:2.5.1.18]
653689	hsa05200:K00799:[EC:2.5.1.18]
653689	hsa05204:K00799:[EC:2.5.1.18]
653689	hsa05225:K00799:[EC:2.5.1.18]
653689	hsa05418:K00799:[EC:2.5.1.18]
653857	hsa04530:K18584:
6538	hsa04727:K05039:
653	hsa04060:K04663:
653	hsa04350:K04663:
653	hsa04390:K04663:
6540	hsa04727:K05039:
6541	hsa05206:K13863:
654364	hsa00230:K00940:[EC:2.7.4.6]
654364	hsa00240:K00940:[EC:2.7.4.6]
654364	hsa00983:K00940:[EC:2.7.4.6]
6543	hsa04020:K05849:
6543	hsa04022:K05849:
6543	hsa04371:K05849:
6543	hsa04740:K05849:
6543	hsa04974:K05849:
6546	hsa04020:K05849:
6546	hsa04022:K05849:
6546	hsa04260:K05849:
6546	hsa04261:K05849:
6546	hsa04371:K05849:
6546	hsa04740:K05849:
6546	hsa04961:K05849:
6546	hsa04974:K05849:
6546	hsa04978:K05849:
6546	hsa05410:K05849:
6546	hsa05412:K05849:
6546	hsa05414:K05849:
6547	hsa04020:K05849:
6547	hsa04022:K05849:
6547	hsa04371:K05849:
6547	hsa04740:K05849:
6547	hsa04974:K05849:
6548	hsa04024:K05742:
6548	hsa04260:K05742:
6548	hsa04261:K05742:
6548	hsa04371:K05742:
6548	hsa04810:K05742:
6548	hsa04919:K05742:
6548	hsa04970:K05742:
6548	hsa04971:K05742:
6548	hsa04972:K05742:
6548	hsa04976:K05742:
6548	hsa05205:K05742:
654	hsa04060:K16620:
654	hsa04350:K16620:
654	hsa04390:K16620:
654	hsa04913:K16620:
6550	hsa04964:K12040:
6550	hsa04974:K12040:
6550	hsa04976:K12040:
6550	hsa04978:K12040:
6554	hsa04976:K14341:
6555	hsa04976:K14342:
6556	hsa04142:K12347:
6558	hsa04970:K10951:
6558	hsa04972:K10951:
6558	hsa05110:K10951:
655	hsa04060:K16621:
655	hsa04350:K16621:
655	hsa04360:K16621:
655	hsa04390:K16621:
6564	hsa04974:K14206:
