gene	GO_id	name	namespace
HTR1B	GO:0004993	G protein-coupled serotonin receptor activity	molecular_function
HTR1D	GO:0004993	G protein-coupled serotonin receptor activity	molecular_function
HTR1E	GO:0004993	G protein-coupled serotonin receptor activity	molecular_function
HTR1F	GO:0004993	G protein-coupled serotonin receptor activity	molecular_function
HTR2A	GO:0004993	G protein-coupled serotonin receptor activity	molecular_function
HTR2B	GO:0004993	G protein-coupled serotonin receptor activity	molecular_function
HTR2C	GO:0004993	G protein-coupled serotonin receptor activity	molecular_function
HTR4	GO:0004993	G protein-coupled serotonin receptor activity	molecular_function
HTR5A	GO:0004993	G protein-coupled serotonin receptor activity	molecular_function
HTR6	GO:0004993	G protein-coupled serotonin receptor activity	molecular_function
HTR7	GO:0004993	G protein-coupled serotonin receptor activity	molecular_function
OR10H1	GO:0004993	G protein-coupled serotonin receptor activity	molecular_function
OR10H2	GO:0004993	G protein-coupled serotonin receptor activity	molecular_function
OR10H3	GO:0004993	G protein-coupled serotonin receptor activity	molecular_function
OR10H4	GO:0004993	G protein-coupled serotonin receptor activity	molecular_function
OR10H5	GO:0004993	G protein-coupled serotonin receptor activity	molecular_function
OR10J5	GO:0004993	G protein-coupled serotonin receptor activity	molecular_function
OR10J6P	GO:0004993	G protein-coupled serotonin receptor activity	molecular_function
OR11H4	GO:0004993	G protein-coupled serotonin receptor activity	molecular_function
OR11H7	GO:0004993	G protein-coupled serotonin receptor activity	molecular_function
OR5T2	GO:0004993	G protein-coupled serotonin receptor activity	molecular_function
OR5T3	GO:0004993	G protein-coupled serotonin receptor activity	molecular_function
OR6T1	GO:0004993	G protein-coupled serotonin receptor activity	molecular_function
HTR1A	GO:0005886	plasma membrane	cellular_component
AAK1	GO:0005886	plasma membrane	cellular_component
AAMP	GO:0005886	plasma membrane	cellular_component
ABCA12	GO:0005886	plasma membrane	cellular_component
ABCA13	GO:0005886	plasma membrane	cellular_component
ABCA1	GO:0005886	plasma membrane	cellular_component
ABCA3	GO:0005886	plasma membrane	cellular_component
ABCA7	GO:0005886	plasma membrane	cellular_component
ABCA8	GO:0005886	plasma membrane	cellular_component
ABCB11	GO:0005886	plasma membrane	cellular_component
ABCB1	GO:0005886	plasma membrane	cellular_component
ABCB4	GO:0005886	plasma membrane	cellular_component
ABCB5	GO:0005886	plasma membrane	cellular_component
ABCB6	GO:0005886	plasma membrane	cellular_component
ABCC10	GO:0005886	plasma membrane	cellular_component
ABCC11	GO:0005886	plasma membrane	cellular_component
ABCC1	GO:0005886	plasma membrane	cellular_component
ABCC2	GO:0005886	plasma membrane	cellular_component
ABCC3	GO:0005886	plasma membrane	cellular_component
ABCC4	GO:0005886	plasma membrane	cellular_component
ABCC5	GO:0005886	plasma membrane	cellular_component
ABCC6	GO:0005886	plasma membrane	cellular_component
ABCC8	GO:0005886	plasma membrane	cellular_component
ABCC9	GO:0005886	plasma membrane	cellular_component
ABCG1	GO:0005886	plasma membrane	cellular_component
ABCG2	GO:0005886	plasma membrane	cellular_component
BCRP1	GO:0005886	plasma membrane	cellular_component
ABCG4	GO:0005886	plasma membrane	cellular_component
ABCG5	GO:0005886	plasma membrane	cellular_component
ABCG8	GO:0005886	plasma membrane	cellular_component
ABHD12	GO:0005886	plasma membrane	cellular_component
ABHD17A	GO:0005886	plasma membrane	cellular_component
ABHD17B	GO:0005886	plasma membrane	cellular_component
ABHD17C	GO:0005886	plasma membrane	cellular_component
ABHD2	GO:0005886	plasma membrane	cellular_component
ABHD3	GO:0005886	plasma membrane	cellular_component
ABHD6	GO:0005886	plasma membrane	cellular_component
ABI1	GO:0005886	plasma membrane	cellular_component
ABRA	GO:0005886	plasma membrane	cellular_component
ABR	GO:0005886	plasma membrane	cellular_component
ABTB1	GO:0005886	plasma membrane	cellular_component
ACE2	GO:0005886	plasma membrane	cellular_component
ACE	GO:0005886	plasma membrane	cellular_component
ACHE	GO:0005886	plasma membrane	cellular_component
ACIN1	GO:0005886	plasma membrane	cellular_component
ACKR1	GO:0005886	plasma membrane	cellular_component
ACKR2	GO:0005886	plasma membrane	cellular_component
CCR10	GO:0005886	plasma membrane	cellular_component
ACKR3	GO:0005886	plasma membrane	cellular_component
ACKR4	GO:0005886	plasma membrane	cellular_component
ACLY	GO:0005886	plasma membrane	cellular_component
ACOX1	GO:0005886	plasma membrane	cellular_component
ACPP	GO:0005886	plasma membrane	cellular_component
ACSL1	GO:0005886	plasma membrane	cellular_component
ACSL6	GO:0005886	plasma membrane	cellular_component
ACTB	GO:0005886	plasma membrane	cellular_component
ACTG1	GO:0005886	plasma membrane	cellular_component
ACTL6A	GO:0005886	plasma membrane	cellular_component
ACTN1	GO:0005886	plasma membrane	cellular_component
ACTN2	GO:0005886	plasma membrane	cellular_component
ACVR1B	GO:0005886	plasma membrane	cellular_component
ACVR1C	GO:0005886	plasma membrane	cellular_component
ACVR2A	GO:0005886	plasma membrane	cellular_component
ACVR2B	GO:0005886	plasma membrane	cellular_component
ACVRL1	GO:0005886	plasma membrane	cellular_component
ACY3	GO:0005886	plasma membrane	cellular_component
ADA	GO:0005886	plasma membrane	cellular_component
ADAM10	GO:0005886	plasma membrane	cellular_component
ADAM11	GO:0005886	plasma membrane	cellular_component
ADAM12	GO:0005886	plasma membrane	cellular_component
ADAM15	GO:0005886	plasma membrane	cellular_component
ADAM17	GO:0005886	plasma membrane	cellular_component
ADAM19	GO:0005886	plasma membrane	cellular_component
ADAM20	GO:0005886	plasma membrane	cellular_component
ADAM21	GO:0005886	plasma membrane	cellular_component
ADAM22	GO:0005886	plasma membrane	cellular_component
ADAM23	GO:0005886	plasma membrane	cellular_component
ADAM28	GO:0005886	plasma membrane	cellular_component
ADAM2	GO:0005886	plasma membrane	cellular_component
ADAM30	GO:0005886	plasma membrane	cellular_component
ADAM7	GO:0005886	plasma membrane	cellular_component
ADAM8	GO:0005886	plasma membrane	cellular_component
ADAM9	GO:0005886	plasma membrane	cellular_component
ADAP1	GO:0005886	plasma membrane	cellular_component
ADAP2	GO:0005886	plasma membrane	cellular_component
ADCY10	GO:0005886	plasma membrane	cellular_component
ADCY1	GO:0005886	plasma membrane	cellular_component
ADCY2	GO:0005886	plasma membrane	cellular_component
ADCY3	GO:0005886	plasma membrane	cellular_component
ADCY4	GO:0005886	plasma membrane	cellular_component
ADCY5	GO:0005886	plasma membrane	cellular_component
ADCY6	GO:0005886	plasma membrane	cellular_component
ADCY7	GO:0005886	plasma membrane	cellular_component
ADCY8	GO:0005886	plasma membrane	cellular_component
ADCY9	GO:0005886	plasma membrane	cellular_component
ADCYAP1R1	GO:0005886	plasma membrane	cellular_component
ADD1	GO:0005886	plasma membrane	cellular_component
ADD2	GO:0005886	plasma membrane	cellular_component
ADD3	GO:0005886	plasma membrane	cellular_component
ADGRA2	GO:0005886	plasma membrane	cellular_component
