Entry	code	Scientific_name	txid	Common_name	Taxonomic_classification
T01049	vpo	Vanderwaltozyma polyspora	36033		Eukaryotes; Fungi; Ascomycetes; Saccharomycetes
T01118	zro	Zygosaccharomyces rouxii	4956		Eukaryotes; Fungi; Ascomycetes; Saccharomycetes
T01024	cgr	Candida glabrata	5478		Eukaryotes; Fungi; Ascomycetes; Saccharomycetes
T02233	ncs	Naumovozyma castellii	27288		Eukaryotes; Fungi; Ascomycetes; Saccharomycetes
T02234	ndi	Naumovozyma dairenensis	27289		Eukaryotes; Fungi; Ascomycetes; Saccharomycetes
T02235	tpf	Tetrapisispora phaffii	113608		Eukaryotes; Fungi; Ascomycetes; Saccharomycetes
T02489	tbl	Tetrapisispora blattae	1071379		Eukaryotes; Fungi; Ascomycetes; Saccharomycetes
T02236	tdl	Torulaspora delbrueckii	4950		Eukaryotes; Fungi; Ascomycetes; Saccharomycetes
T02487	kaf	Kazachstania africana	432096		Eukaryotes; Fungi; Ascomycetes; Saccharomycetes
T01092	ppa	Komagataella phaffii	460519		Eukaryotes; Fungi; Ascomycetes; Saccharomycetes
T01026	dha	Debaryomyces hansenii	4959		Eukaryotes; Fungi; Ascomycetes; Saccharomycetes
T01023	pic	Scheffersomyces stipitis	4924		Eukaryotes; Fungi; Ascomycetes; Saccharomycetes
T01150	pgu	Meyerozyma guilliermondii	4929		Eukaryotes; Fungi; Ascomycetes; Saccharomycetes
T03101	spaa	Spathaspora passalidarum	340170		Eukaryotes; Fungi; Ascomycetes; Saccharomycetes
T01116	lel	Lodderomyces elongisporus	36914		Eukaryotes; Fungi; Ascomycetes; Saccharomycetes
T00189	cal	Candida albicans	5476		Eukaryotes; Fungi; Ascomycetes; Saccharomycetes
T01115	ctp	Candida tropicalis	5482		Eukaryotes; Fungi; Ascomycetes; Saccharomycetes
T02488	cot	Candida orthopsilosis	273371		Eukaryotes; Fungi; Ascomycetes; Saccharomycetes
T01140	cdu	Candida dubliniensis	42374		Eukaryotes; Fungi; Ascomycetes; Saccharomycetes
T03099	cten	Candida tenuis	45596		Eukaryotes; Fungi; Ascomycetes; Saccharomycetes
T01033	yli	Yarrowia lipolytica	4952		Eukaryotes; Fungi; Ascomycetes; Saccharomycetes
T01149	clu	Clavispora lusitaniae ATCC 42720			Eukaryotes; Fungi; Ascomycetes; Saccharomycetes
T05147	clus	Clavispora lusitaniae CBS 6936			Eukaryotes; Fungi; Ascomycetes; Saccharomycetes
T04850	caur	Candida auris			Eukaryotes; Fungi; Ascomycetes; Saccharomycetes
T05270	slb	Sugiyamaella lignohabitans	796027		Eukaryotes; Fungi; Ascomycetes; Saccharomycetes
T01034	ncr	Neurospora crassa	5141		Eukaryotes; Fungi; Ascomycetes; Sordariomycetes
T03451	nte	Neurospora tetrasperma	40127		Eukaryotes; Fungi; Ascomycetes; Sordariomycetes
T01610	smp	Sordaria macrospora	5147		Eukaryotes; Fungi; Ascomycetes; Sordariomycetes
T01048	pan	Podospora anserina	5145		Eukaryotes; Fungi; Ascomycetes; Sordariomycetes
T02228	ttt	Thielavia terrestris	35720		Eukaryotes; Fungi; Ascomycetes; Sordariomycetes
T02231	mtm	Thermothelomyces thermophila	78579		Eukaryotes; Fungi; Ascomycetes; Sordariomycetes
T03100	cthr	Chaetomium thermophilum	209285		Eukaryotes; Fungi; Ascomycetes; Sordariomycetes
T01027	mgr	Magnaporthe oryzae	318829		Eukaryotes; Fungi; Ascomycetes; Sordariomycetes
T03102	tmn	Phaeoacremonium minimum	223192		Eukaryotes; Fungi; Ascomycetes; Sordariomycetes
T05555	ssck	Sporothrix schenckii	29908		Eukaryotes; Fungi; Ascomycetes; Sordariomycetes
T01038	fgr	Fusarium graminearum	5518		Eukaryotes; Fungi; Ascomycetes; Sordariomycetes
T03456	fpu	Fusarium pseudograminearum	101028		Eukaryotes; Fungi; Ascomycetes; Sordariomycetes
T04869	fvr	Fusarium verticillioides	117187		Eukaryotes; Fungi; Ascomycetes; Sordariomycetes
T04882	fox	Fusarium oxysporum	5507		Eukaryotes; Fungi; Ascomycetes; Sordariomycetes
T01612	nhe	Nectria haematococca	140110		Eukaryotes; Fungi; Ascomycetes; Sordariomycetes
T02991	tre	Trichoderma reesei	51453		Eukaryotes; Fungi; Ascomycetes; Sordariomycetes
T03104	maw	Metarhizium acridum	92637		Eukaryotes; Fungi; Ascomycetes; Sordariomycetes
T03107	maj	Metarhizium robertsii	568076		Eukaryotes; Fungi; Ascomycetes; Sordariomycetes
T03108	cmt	Cordyceps militaris	73501		Eukaryotes; Fungi; Ascomycetes; Sordariomycetes
T05029	plj	Purpureocillium lilacinum	33203		Eukaryotes; Fungi; Ascomycetes; Sordariomycetes
T02227	val	Verticillium alfalfae	1051613		Eukaryotes; Fungi; Ascomycetes; Sordariomycetes
T03450	vda	Verticillium dahliae	27337		Eukaryotes; Fungi; Ascomycetes; Sordariomycetes
T04796	cfj	Colletotrichum fioriniae	710243		Eukaryotes; Fungi; Ascomycetes; Sordariomycetes
T03103	ela	Eutypa lata	97096		Eukaryotes; Fungi; Ascomycetes; Sordariomycetes
T04924	pfy	Pestalotiopsis fici	393283		Eukaryotes; Fungi; Ascomycetes; Sordariomycetes
T01071	ssl	Sclerotinia sclerotiorum	5180		Eukaryotes; Fungi; Ascomycetes; Leotiomycetes
T01072	bfu	Botrytis cinerea	40559		Eukaryotes; Fungi; Ascomycetes; Leotiomycetes
T03105	mbe	Marssonina brunnea	698440		Eukaryotes; Fungi; Ascomycetes; Leotiomycetes
T04865	psco	Phialocephala scopiformis	149040		Eukaryotes; Fungi; Ascomycetes; Leotiomycetes
T04883	glz	Glarea lozoyensis	101852		Eukaryotes; Fungi; Ascomycetes; Leotiomycetes
T01016	ani	Aspergillus nidulans	162425		Eukaryotes; Fungi; Ascomycetes; Eurotiomycetes
T01017	afm	Aspergillus fumigatus	746128		Eukaryotes; Fungi; Ascomycetes; Eurotiomycetes
T01018	aor	Aspergillus oryzae	5062		Eukaryotes; Fungi; Ascomycetes; Eurotiomycetes
T01030	ang	Aspergillus niger	5061		Eukaryotes; Fungi; Ascomycetes; Eurotiomycetes
T01090	afv	Aspergillus flavus	5059		Eukaryotes; Fungi; Ascomycetes; Eurotiomycetes
T01148	act	Aspergillus clavatus	5057		Eukaryotes; Fungi; Ascomycetes; Eurotiomycetes
T01070	nfi	Aspergillus fischeri	36630		Eukaryotes; Fungi; Ascomycetes; Eurotiomycetes
T01091	pcs	Penicillium rubens	1108849		Eukaryotes; Fungi; Ascomycetes; Eurotiomycetes
T04849	pdp	Penicillium digitatum	36651		Eukaryotes; Fungi; Ascomycetes; Eurotiomycetes
T01114	cim	Coccidioides immitis	5501		Eukaryotes; Fungi; Ascomycetes; Eurotiomycetes
T01332	cpw	Coccidioides posadasii	199306		Eukaryotes; Fungi; Ascomycetes; Eurotiomycetes
T02230	pbl	Paracoccidioides lutzii Pb01			Eukaryotes; Fungi; Ascomycetes; Eurotiomycetes
T03549	pbn	Paracoccidioides brasiliensis Pb18			Eukaryotes; Fungi; Ascomycetes; Eurotiomycetes
T01132	ure	Uncinocarpus reesii	33188		Eukaryotes; Fungi; Ascomycetes; Eurotiomycetes
T01611	abe	Trichophyton benhamiae	63400		Eukaryotes; Fungi; Ascomycetes; Eurotiomycetes
T01615	tve	Trichophyton verrucosum	63417		Eukaryotes; Fungi; Ascomycetes; Eurotiomycetes
T02229	aje	Histoplasma capsulatum	5037		Eukaryotes; Fungi; Ascomycetes; Eurotiomycetes
T01161	pno	Parastagonospora nodorum	13684		Eukaryotes; Fungi; Ascomycetes; Dothideomycetes
T01613	pte	Pyrenophora teres	53485		Eukaryotes; Fungi; Ascomycetes; Dothideomycetes
T03110	bze	Bipolaris zeicola	5017		Eukaryotes; Fungi; Ascomycetes; Dothideomycetes
T03124	bsc	Bipolaris sorokiniana	45130		Eukaryotes; Fungi; Ascomycetes; Dothideomycetes
T03125	bor	Bipolaris oryzae	101162		Eukaryotes; Fungi; Ascomycetes; Dothideomycetes
T05291	aalt	Alternaria alternata	5599		Eukaryotes; Fungi; Ascomycetes; Dothideomycetes
T02285	ztr	Zymoseptoria tritici	1047171		Eukaryotes; Fungi; Ascomycetes; Dothideomycetes
T03109	pfj	Pseudocercospora fijiensis	1873960		Eukaryotes; Fungi; Ascomycetes; Dothideomycetes
T03106	bcom	Baudoinia panamericana	1709381		Eukaryotes; Fungi; Ascomycetes; Dothideomycetes
T03126	npa	Neofusicoccum parvum	310453		Eukaryotes; Fungi; Ascomycetes; Dothideomycetes
T01282	tml	Tuber melanosporum	39416		Eukaryotes; Fungi; Ascomycetes; Pezizomycetes
T00076	spo	Schizosaccharomyces pombe	4896	fission yeast	Eukaryotes; Fungi; Ascomycetes; Schizosaccharomycetes
T00243	cne	Cryptococcus neoformans var. neoformans JEC21			Eukaryotes; Fungi; Basidiomycetes
T01040	cnb	Cryptococcus neoformans var. neoformans B-3501A			Eukaryotes; Fungi; Basidiomycetes
T02232	cgi	Cryptococcus gattii			Eukaryotes; Fungi; Basidiomycetes
T03139	tms	Tremella mesenterica	5217		Eukaryotes; Fungi; Basidiomycetes
T01162	ppl	Postia placenta	104341		Eukaryotes; Fungi; Basidiomycetes
T04795	tvs	Trametes versicolor	5325		Eukaryotes; Fungi; Basidiomycetes
T03133	dsq	Dichomitus squalens	114155		Eukaryotes; Fungi; Basidiomycetes
T03128	pco	Phanerochaete carnosa	231932		Eukaryotes; Fungi; Basidiomycetes
T03127	shs	Stereum hirsutum	40492		Eukaryotes; Fungi; Basidiomycetes
T03455	hir	Heterobasidion irregulare	984962		Eukaryotes; Fungi; Basidiomycetes
T03131	psq	Punctularia strigosozonata	202698		Eukaryotes; Fungi; Basidiomycetes
T03129	adl	Auricularia subglabra	1331295		Eukaryotes; Fungi; Basidiomycetes
T03132	fme	Fomitiporia mediterranea	208960		Eukaryotes; Fungi; Basidiomycetes
T03130	gtr	Gloeophyllum trabeum	104355		Eukaryotes; Fungi; Basidiomycetes
T01044	lbc	Laccaria bicolor	29883		Eukaryotes; Fungi; Basidiomycetes
T01089	mpr	Moniliophthora perniciosa	153609		Eukaryotes; Fungi; Basidiomycetes
T03137	mrr	Moniliophthora roreri	221103		Eukaryotes; Fungi; Basidiomycetes
T01275	cci	Coprinopsis cinerea	5346		Eukaryotes; Fungi; Basidiomycetes
T01331	scm	Schizophyllum commune	5334		Eukaryotes; Fungi; Basidiomycetes
T03136	abp	Agaricus bisporus var. burnettii JB137-S8			Eukaryotes; Fungi; Basidiomycetes
T03140	abv	Agaricus bisporus var. bisporus H97			Eukaryotes; Fungi; Basidiomycetes
T03134	cput	Coniophora puteana	80637		Eukaryotes; Fungi; Basidiomycetes
T03135	sla	Serpula lacrymans	85982		Eukaryotes; Fungi; Basidiomycetes
T03142	wse	Wallemia mellicola	1708541		Eukaryotes; Fungi; Basidiomycetes
T03457	wic	Wallemia ichthyophaga	245174		Eukaryotes; Fungi; Basidiomycetes
T01021	uma	Ustilago maydis	5270		Eukaryotes; Fungi; Basidiomycetes
T03141	pfp	Anthracocystis flocculosa	84751		Eukaryotes; Fungi; Basidiomycetes
T01043	mgl	Malassezia globosa	76773		Eukaryotes; Fungi; Basidiomycetes
T02226	pgr	Puccinia graminis	5297		Eukaryotes; Fungi; Basidiomycetes
T03138	mlr	Melampsora larici-populina	203908		Eukaryotes; Fungi; Basidiomycetes
T00105	ecu	Encephalitozoon cuniculi	6035		Eukaryotes; Fungi; Microsporidians
T02238	ein	Encephalitozoon intestinalis	58839		Eukaryotes; Fungi; Microsporidians
T02287	ehe	Encephalitozoon hellem	27973		Eukaryotes; Fungi; Microsporidians
T03458	ero	Encephalitozoon romaleae	571949		Eukaryotes; Fungi; Microsporidians
T01614	nce	Nosema ceranae	40302		Eukaryotes; Fungi; Microsporidians
T01042	mbr	Monosiga brevicollis	81824		Eukaryotes; Protists; Choanoflagellates
T04136	sre	Salpingoeca rosetta	946362		Eukaryotes; Protists; Choanoflagellates
T00245	ddi	Dictyostelium discoideum	44689	cellular slime mold	Eukaryotes; Protists; Amoebozoa; Dictyostelium
T02090	dpp	Dictyostelium purpureum	5786	cellular slime mold	Eukaryotes; Protists; Amoebozoa; Dictyostelium
T02668	dfa	Cavenderia fasciculata	261658	cellular slime mold	Eukaryotes; Protists; Amoebozoa; Cavenderia
T00238	ehi	Entamoeba histolytica	5759		Eukaryotes; Protists; Amoebozoa; Entamoeba
T01083	edi	Entamoeba dispar	46681		Eukaryotes; Protists; Amoebozoa; Entamoeba
T04133	eiv	Entamoeba invadens	33085		Eukaryotes; Protists; Amoebozoa; Entamoeba
T02667	acan	Acanthamoeba castellanii	5755		Eukaryotes; Protists; Amoebozoa; Acanthamoeba
T00095	pfa	Plasmodium falciparum 3D7			Eukaryotes; Protists; Alveolates; Apicomplexans
T01051	pfd	Plasmodium falciparum Dd2			Eukaryotes; Protists; Alveolates; Apicomplexans
T01052	pfh	Plasmodium falciparum HB3			Eukaryotes; Protists; Alveolates; Apicomplexans
T01035	pyo	Plasmodium yoelii	5861		Eukaryotes; Protists; Alveolates; Apicomplexans
T01108	pcb	Plasmodium chabaudi	5825		Eukaryotes; Protists; Alveolates; Apicomplexans
T01111	pbe	Plasmodium berghei	5821		Eukaryotes; Protists; Alveolates; Apicomplexans
T01094	pkn	Plasmodium knowlesi	5850		Eukaryotes; Protists; Alveolates; Apicomplexans
T01073	pvx	Plasmodium vivax	5855		Eukaryotes; Protists; Alveolates; Apicomplexans
T02490	pcy	Plasmodium cynomolgi	5827		Eukaryotes; Protists; Alveolates; Apicomplexans
T00253	tan	Theileria annulata	5874		Eukaryotes; Protists; Alveolates; Apicomplexans
T00254	tpv	Theileria parva	5875		Eukaryotes; Protists; Alveolates; Apicomplexans
T03460	tot	Theileria orientalis	68886		Eukaryotes; Protists; Alveolates; Apicomplexans
T02820	beq	Theileria equi	5872		Eukaryotes; Protists; Alveolates; Apicomplexans
T01085	bbo	Babesia bovis	5865		Eukaryotes; Protists; Alveolates; Apicomplexans
T05554	bmic	Babesia microti	5868		Eukaryotes; Protists; Alveolates; Apicomplexans
T00168	cpv	Cryptosporidium parvum	5807		Eukaryotes; Protists; Alveolates; Apicomplexans
T00210	cho	Cryptosporidium hominis	237895		Eukaryotes; Protists; Alveolates; Apicomplexans
T01093	tgo	Toxoplasma gondii	5811		Eukaryotes; Protists; Alveolates; Apicomplexans
T01020	tet	Tetrahymena thermophila	5911		Eukaryotes; Protists; Alveolates; Ciliates
T01055	ptm	Paramecium tetraurelia	5888		Eukaryotes; Protists; Alveolates; Ciliates
T04349	smin	Symbiodinium minutum	1202447		Eukaryotes; Protists; Alveolates; Dinoflagellates
T01075	pti	Phaeodactylum tricornutum	2850		Eukaryotes; Protists; Stramenopiles; Diatoms
T04784	fcy	Fragilariopsis cylindrus	186039		Eukaryotes; Protists; Stramenopiles; Diatoms
T01078	tps	Thalassiosira pseudonana	35128		Eukaryotes; Protists; Stramenopiles; Diatoms
T04134	aaf	Aureococcus anophagefferens	44056		Eukaryotes; Protists; Stramenopiles; Pelagophytes
T02917	ngd	Nannochloropsis gaditana	72520		Eukaryotes; Protists; Stramenopiles; Eustigmatophytes
T01333	pif	Phytophthora infestans	4787		Eukaryotes; Protists; Stramenopiles; Oomycetes
T03459	psoj	Phytophthora sojae	67593		Eukaryotes; Protists; Stramenopiles; Oomycetes
T04137	spar	Saprolegnia parasitica	101203		Eukaryotes; Protists; Stramenopiles; Oomycetes
T02915	ehx	Emiliania huxleyi	2903		Eukaryotes; Protists; Haptophyta
T02925	gtt	Guillardia theta	55529		Eukaryotes; Protists; Cryptomonads
T01013	tbr	Trypanosoma brucei	5691		Eukaryotes; Protists; Euglenozoa; Kinetoplasts
T01012	tcr	Trypanosoma cruzi	5693		Eukaryotes; Protists; Euglenozoa; Kinetoplasts
T01014	lma	Leishmania major	5664		Eukaryotes; Protists; Euglenozoa; Kinetoplasts
T01112	lif	Leishmania infantum	5671		Eukaryotes; Protists; Euglenozoa; Kinetoplasts
T02289	ldo	Leishmania donovani	5661		Eukaryotes; Protists; Euglenozoa; Kinetoplasts
T02288	lmi	Leishmania mexicana	5665		Eukaryotes; Protists; Euglenozoa; Kinetoplasts
T01113	lbz	Leishmania braziliensis	5660		Eukaryotes; Protists; Euglenozoa; Kinetoplasts
T01241	ngr	Naegleria gruberi	5762		Eukaryotes; Protists; Heterolobosea; Amoeboflagellate
T01022	tva	Trichomonas vaginalis	5722		Eukaryotes; Protists; Parabasalids; Trichomonads
T01047	gla	Giardia lamblia			Eukaryotes; Protists; Diplomonads
T00007	eco	Escherichia coli K-12 MG1655			Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T00068	ecj	Escherichia coli K-12 W3110			Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T00666	ecd	Escherichia coli K-12 DH10B			Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T00913	ebw	Escherichia coli BW2952			Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T02541	ecok	Escherichia coli K-12 MDS42			Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T00044	ece	Escherichia coli O157:H7 EDL933		EHEC	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T00048	ecs	Escherichia coli O157:H7 Sakai		EHEC	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T00778	ecf	Escherichia coli O157:H7 EC4115		EHEC	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T00949	etw	Escherichia coli O157:H7 TW14359		EHEC	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T02122	elx	Escherichia coli O157:H7 Xuzhou21		EHEC	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T01098	eoj	Escherichia coli O26:H11 11368		EHEC	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T01097	eoi	Escherichia coli O111:H- 11128		EHEC	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T01096	eoh	Escherichia coli O103:H2 12009		EHEC	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T03010	ecoo	Escherichia coli O145:H28 RM13514		EHEC	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T03011	ecoh	Escherichia coli O145:H28 RM13516		EHEC	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T00796	ecg	Escherichia coli O127:H6 E2348/69		EPEC	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T01190	eok	Escherichia coli O55:H7 CB9615		EPEC	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T02066	elr	Escherichia coli O55:H7 RM12579		EPEC	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T02256	eso	Escherichia coli O104:H4 2009EL-2071			Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T02316	esm	Escherichia coli O104:H4 2009EL-2050			Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T02257	esl	Escherichia coli O104:H4 2011C-3493			Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T00590	ecw	Escherichia coli O139:H28 E24377A		ETEC	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T02069	elh	Escherichia coli O78:H11:K80 H10407		ETEC	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T02001	eun	Escherichia coli UMNK88		ETEC, porcine	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T00106	ecc	Escherichia coli O6:K2:H1 CFT073		UPEC	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T00373	ecp	Escherichia coli O6:K15:H31 536		UPEC	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T00338	eci	Escherichia coli O18:K1:H7 UTI89		UPEC	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T00425	ecv	Escherichia coli APEC O1		APEC	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T00591	ecx	Escherichia coli O9 HS		commensal	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T00672	ecm	Escherichia coli SMS-3-5		environmental	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T00784	ecy	Escherichia coli O152:H28 SE11		commensal	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T00828	ecr	Escherichia coli O8 IAI1		commensal	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T00827	ecq	Escherichia coli O81 ED1a		commensal	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T00826	eck	Escherichia coli 55989		EAEC	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T00829	ect	Escherichia coli O7:K1 IAI39		ExPEC	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T01999	eoc	Escherichia coli O7:K1 CE10			Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T00831	eum	Escherichia coli O17:K52:H18 UMN026		ExPEC	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T00830	ecz	Escherichia coli O45:K1:H7 S88		ExPEC	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T02067	elo	Escherichia coli O44:H18 042		EAEC	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T02068	eln	Escherichia coli O83:H1 NRG 857C			Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T02077	ese	Escherichia coli O150:H5 SE15		commensal	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T00697	ecl	Escherichia coli ATCC 8739			Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T00944	ebr	Escherichia coli B REL606			Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T00939	ebd	Escherichia coli BL21-Gold		DE3	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T01718	eko	Escherichia coli KO11FL			Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T02104	ekf	Escherichia coli KO11FL			Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T01995	eab	Escherichia coli ABU 83972			Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T01996	edh	Escherichia coli DH1			Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T02102	edj	Escherichia coli DH1			Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T01997	eih	Escherichia coli IHE3034			Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T01998	ena	Escherichia coli NA114		UPEC	Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T02000	elu	Escherichia coli UM146			Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T02002	elw	Escherichia coli W			Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T02101	ell	Escherichia coli W			Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
T02003	elc	Escherichia coli clone D i14			Prokaryotes; Bacteria; Gammaproteobacteria - Enterobacteria; Escherichia
