Entry	code	Scientific_name	txid	Common_name	Taxonomic_classification
T02335	spya	Streptococcus pyogenes A20		serotype M1	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00079	spm	Streptococcus pyogenes MGAS8232		serotype M18	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00089	spg	Streptococcus pyogenes MGAS315		serotype M3	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00119	sps	Streptococcus pyogenes SSI-1		serotype M3	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00355	sph	Streptococcus pyogenes MGAS10270		serotype M2	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00356	spi	Streptococcus pyogenes MGAS10750		serotype M4	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00357	spj	Streptococcus pyogenes MGAS2096		serotype M12	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00358	spk	Streptococcus pyogenes MGAS9429		serotype M12	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00497	spf	Streptococcus pyogenes Manfredo		serotype M5	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00191	spa	Streptococcus pyogenes MGAS10394		serotype M6	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00263	spb	Streptococcus pyogenes MGAS6180		serotype M28	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T01794	stg	Streptococcus pyogenes MGAS15252		serotype M59	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02062	stx	Streptococcus pyogenes MGAS1882		serotype M59	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00780	soz	Streptococcus pyogenes NZ131		serotype M49	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02019	stz	Streptococcus pyogenes Alab49		serotype M53	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02743	spyh	Streptococcus pyogenes HSC5		serotype M14	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T03472	spyo	Streptococcus pyogenes STAB901		serotype M44	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00057	spn	Streptococcus pneumoniae TIGR4		virulent serotype 4	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00413	spd	Streptococcus pneumoniae D39		virulent serotype 2	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00060	spr	Streptococcus pneumoniae R6		avirulent serotype 2	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00690	spw	Streptococcus pneumoniae CGSP14		serotype 14	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00873	sjj	Streptococcus pneumoniae JJA		serotype 14	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02073	snv	Streptococcus pneumoniae INV200		serotype 14	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00734	spx	Streptococcus pneumoniae G54		serotype 19F	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00875	snt	Streptococcus pneumoniae Taiwan19F-14		serotype 19F	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02087	snd	Streptococcus pneumoniae ST556		serotype 19F	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02890	spnn	Streptococcus pneumoniae A026		serotype 19F	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00843	sne	Streptococcus pneumoniae ATCC 700669		serotype 23F ST81 lineage	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00658	spv	Streptococcus pneumoniae Hungary19A 6		serotype 19A	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T01259	snc	Streptococcus pneumoniae TCH8431/19A		serotype 19A	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00872	snm	Streptococcus pneumoniae 70585		serotype 5	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00874	spp	Streptococcus pneumoniae P1031		serotype 1	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02072	sni	Streptococcus pneumoniae INV104		serotype 1	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02334	spng	Streptococcus pneumoniae gamPNI0373		virulent serotype 1	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T01308	snb	Streptococcus pneumoniae 670-6B		serotype 6B	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T01309	snp	Streptococcus pneumoniae AP200		serotype 11A	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02074	snx	Streptococcus pneumoniae OXC141		serotype 3	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02245	snu	Streptococcus pneumoniae SPNA45		serotype 3	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02628	spne	Streptococcus pneumoniae SPN034156		serotype 3	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02629	spnu	Streptococcus pneumoniae SPN034183		serotype 3	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02630	spnm	Streptococcus pneumoniae SPN994038		serotype 3	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02631	spno	Streptococcus pneumoniae SPN994039		serotype 3	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00091	sag	Streptococcus agalactiae 2603		serotype V	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00104	san	Streptococcus agalactiae NEM316		serotype III	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00278	sak	Streptococcus agalactiae A909		serotype Ia	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02248	sgc	Streptococcus agalactiae GD201008-001		serotype Ia	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02338	sags	Streptococcus agalactiae SA20			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02656	sagl	Streptococcus agalactiae 2-22		serotype Ib	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02703	sagm	Streptococcus agalactiae 09mas018883			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02704	sagi	Streptococcus agalactiae ILRI005			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02705	sagr	Streptococcus agalactiae ILRI112			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T03183	sagp	Streptococcus agalactiae 138P			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T03383	sagc	Streptococcus agalactiae 138spar			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T03434	sagt	Streptococcus agalactiae COH1			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T03516	sage	Streptococcus agalactiae NGBS061			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T03517	sagg	Streptococcus agalactiae NGBS572			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T03518	sagn	Streptococcus agalactiae CNCTC 10/84			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00100	smu	Streptococcus mutans UA159		serotype c	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T01185	smc	Streptococcus mutans NN2025		serotype c	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02185	smut	Streptococcus mutans GS-5		serotype c	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02086	smj	Streptococcus mutans LJ23		serotype k	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T03797	smua	Streptococcus mutans UA159-FR			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00212	stc	Streptococcus thermophilus CNRZ1066			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00213	stl	Streptococcus thermophilus LMG 18311			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00414	ste	Streptococcus thermophilus LMD-9			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T01978	stn	Streptococcus thermophilus ND03			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02026	stu	Streptococcus thermophilus JIM 8232			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02116	stw	Streptococcus thermophilus MN-ZLW-002			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T03360	sthe	Streptococcus thermophilus ASCC 1275			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T04785	sths	Streptococcus thermophilus S9			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00473	ssa	Streptococcus sanguinis	1305		Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00935	ssb	Streptococcus suis BM407		serotype 2	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00514	ssu	Streptococcus suis 05ZYH33		serotype 2	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00515	ssv	Streptococcus suis 98HAH33		serotype 2	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00936	ssi	Streptococcus suis P1/7		serotype 2	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00937	sss	Streptococcus suis SC84		serotype 2	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02020	ssf	Streptococcus suis A7		serotype 2	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02023	ssw	Streptococcus suis GZ1		serotype 2	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02214	sup	Streptococcus suis S735		serotype 2	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02536	ssus	Streptococcus suis SC070731		serotype 2	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T01470	sst	Streptococcus suis ST3		serotype 3	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T03173	ssuy	Streptococcus suis YB51		serotype 3	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02021	ssk	Streptococcus suis D12		serotype 9	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02022	ssq	Streptococcus suis D9		serotype 7	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02024	sui	Streptococcus suis JS14		serotype 14	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02025	suo	Streptococcus suis SS12		serotype 1/2	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02125	srp	Streptococcus suis ST1		serotype 1	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02672	ssut	Streptococcus suis TL13		serotype 16	Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02891	ssui	Streptococcus suis T15			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00594	sgo	Streptococcus gordonii	1302		Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00746	sez	Streptococcus equi subsp. zooepidemicus MGCS10565			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00871	seq	Streptococcus equi subsp. zooepidemicus H70			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02355	sezo	Streptococcus equi subsp. zooepidemicus ATCC 35246			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T03306	sequ	Streptococcus equi subsp. zooepidemicus CY			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00877	seu	Streptococcus equi subsp. equi 4047			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00849	sub	Streptococcus uberis	1349		Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00932	sds	Streptococcus dysgalactiae subsp. equisimilis GGS_124			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02017	sdg	Streptococcus dysgalactiae subsp. equisimilis ATCC 12394			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02269	sda	Streptococcus dysgalactiae subsp. equisimilis RE378			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02333	sdc	Streptococcus dysgalactiae subsp. equisimilis AC-2713			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02870	sdq	Streptococcus dysgalactiae subsp. equisimilis 167			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T01171	sga	Streptococcus gallolyticus UCN34			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T01444	sgg	Streptococcus gallolyticus subsp. gallolyticus ATCC BAA-2069			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02018	sgt	Streptococcus gallolyticus subsp. gallolyticus ATCC 43143			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T01173	smb	Streptococcus mitis	28037		Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T01476	sor	Streptococcus oralis	1303		Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T01504	stk	Streptococcus parauberis	1348		Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T01524	stb	Streptococcus pasteurianus	197614		Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T01545	scp	Streptococcus parasanguinis ATCC 15912			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02115	scf	Streptococcus parasanguinis FW213			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T01580	ssr	Streptococcus salivarius CCHSS3			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02088	stf	Streptococcus salivarius 57.I			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02089	stj	Streptococcus salivarius JIM8777			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T03511	strs	Streptococcus salivarius NCTC 8618			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T04634	ssah	Streptococcus salivarius HSISS4			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T01590	std	Streptococcus pseudopneumoniae	257758		Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T01674	smn	Streptococcus macedonicus	59310		Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T01765	sif	Streptococcus infantarius	102684		Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02156	sie	Streptococcus intermedius JTH08			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02830	sib	Streptococcus intermedius B196			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02831	siu	Streptococcus intermedius C270			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02828	sang	Streptococcus anginosus C1051			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02829	sanc	Streptococcus anginosus C238			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T03658	sans	Streptococcus anginosus SA1			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02832	scg	Streptococcus constellatus subsp. pharyngis C1050			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02833	scon	Streptococcus constellatus subsp. pharyngis C232			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02834	scos	Streptococcus constellatus subsp. pharyngis C818			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02649	soi	Streptococcus cristatus	45634		Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02686	sik	Streptococcus iniae SF1			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T03285	siq	Streptococcus iniae ISET0901			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T03286	sio	Streptococcus iniae ISNO			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T03674	siz	Streptococcus iniae SFST01-82			Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02775	slu	Streptococcus lutetiensis	150055		Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02879	sig	Streptococcus sp. I-G2	1156431		Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T02880	sip	Streptococcus sp. I-P16	1156433		Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T03287	stv	Streptococcus sp. VT 162	1419814		Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T05054	spat	Streptococcus pantholopis	1811193		Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T05522	stra	Streptococcus sp. A12	1759399		Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T05541	strn	Streptococcus sp. NPS 308	1902136		Prokaryotes; Bacteria; Firmicutes - Bacilli; Streptococcus
T00115	lpl	Lactobacillus plantarum WCFS1			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T00946	lpj	Lactobacillus plantarum JDM1			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T02458	lpt	Lactobacillus plantarum ZJ316			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T01324	lps	Lactobacillus plantarum subsp. plantarum ST-III			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T02670	lpr	Lactobacillus plantarum subsp. plantarum P-8			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T02698	lpz	Lactobacillus plantarum 16			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T03680	lpb	Lactobacillus plantarum B21			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T00158	ljo	Lactobacillus johnsonii NCC 533			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T01120	ljf	Lactobacillus johnsonii FI9785			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T01960	ljh	Lactobacillus johnsonii DPC 6026			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T02941	ljn	Lactobacillus johnsonii N6.2			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T00231	lac	Lactobacillus acidophilus NCFM			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T01436	lai	Lactobacillus acidophilus 30SC			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T02647	lad	Lactobacillus acidophilus La-14			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T03681	laf	Lactobacillus acidophilus FSI4			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T00299	lsa	Lactobacillus sakei	1599		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T00337	lsl	Lactobacillus salivarius UCC118			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T01962	lsi	Lactobacillus salivarius CECT 5713			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T03340	lsj	Lactobacillus salivarius JCM1046			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T00364	ldb	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T00419	lbu	Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T01360	lde	Lactobacillus delbrueckii subsp. bulgaricus ND02			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T01957	ldl	Lactobacillus delbrueckii subsp. bulgaricus 2038			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T00406	lbr	Lactobacillus brevis ATCC 367			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T02528	lbk	Lactobacillus brevis KB290			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T00407	lca	Lactobacillus paracasei ATCC 334			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T03050	lpq	Lactobacillus paracasei N1115			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T02808	lpi	Lactobacillus paracasei subsp. paracasei 8700:2			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T04768	lpap	Lactobacillus paracasei subsp. paracasei JCM 8130			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T00723	lcb	Lactobacillus casei BL23			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T01280	lcz	Lactobacillus casei Zhang			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T01955	lcs	Lactobacillus casei BD-II			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T01956	lce	Lactobacillus casei LC2W			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T02337	lcw	Lactobacillus casei W56			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T02729	lcl	Lactobacillus casei LOCK919			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T03665	lcx	Lactobacillus casei 12A			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T00410	lga	Lactobacillus gasseri ATCC 33323			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T00535	lre	Lactobacillus reuteri DSM 20016			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T00735	lrf	Lactobacillus reuteri JCM 1112			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T01551	lru	Lactobacillus reuteri SD2112			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T02701	lrt	Lactobacillus reuteri I5007			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T02745	lrr	Lactobacillus reuteri TD1			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T00625	lhe	Lactobacillus helveticus DPC 4571			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T01959	lhl	Lactobacillus helveticus H10			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T02217	lhr	Lactobacillus helveticus R0052			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T02744	lhv	Lactobacillus helveticus CNRZ32			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T03040	lhh	Lactobacillus helveticus H9			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T03777	lhd	Lactobacillus helveticus KLDS1.8701			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T00699	lfe	Lactobacillus fermentum IFO 3956			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T01958	lfr	Lactobacillus fermentum CECT 5716			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T02669	lff	Lactobacillus fermentum F-6			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T00987	lrh	Lactobacillus rhamnosus GG			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T02100	lrg	Lactobacillus rhamnosus GG			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T00990	lrl	Lactobacillus rhamnosus Lc 705			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T01961	lra	Lactobacillus rhamnosus ATCC 8530			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T02730	lro	Lactobacillus rhamnosus LOCK900			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T02731	lrc	Lactobacillus rhamnosus LOCK908			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T01222	lcr	Lactobacillus crispatus	47770		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T01371	lam	Lactobacillus amylovorus GRL 1112			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T01954	lay	Lactobacillus amylovorus GRL1118			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T01477	lbh	Lactobacillus buchneri NRRL B-30929			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T02244	lbn	Lactobacillus buchneri CD034			Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T01526	lke	Lactobacillus kefiranofaciens	267818		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T01626	lrm	Lactobacillus ruminis	1623		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T01627	lsn	Lactobacillus sanfranciscensis	1625		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T03355	law	Lactobacillus sp. wkB8	1545702		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T03598	lho	Lactobacillus hokkaidonensis	1193095		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T03814	lmu	Lactobacillus mucosae	97478		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T03976	lae	Lactobacillus acetotolerans	1600		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T03990	lgn	Lactobacillus ginsenosidimutans	1007676		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T03995	lko	Lactobacillus koreensis	637971		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T04057	lhi	Lactobacillus heilongjiangensis	1074467		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T04112	lku	Lactobacillus kunkeei	148814		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T04115	lgl	Lactobacillus gallinarum	52242		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T04156	lpx	Lactobacillus paraplantarum	60520		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T04391	lor	Lactobacillus oris	1632		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T04617	lpar	Lactobacillus parabuchneri	152331		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T04666	lle	Lactobacillus lindneri	53444		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T04675	lpd	Lactobacillus paracollinoides	240427		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T04677	lje	Lactobacillus jensenii	109790		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T04707	lcu	Lactobacillus curieae	1138822		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T04712	lct	Lactobacillus crustorum	392416		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T04754	lbt	Lactobacillus backii	375175		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T04808	lcv	Lactobacillus curvatus	28038		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T05031	lah	Lactobacillus amylophilus	1603		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T05057	lamy	Lactobacillus amylolyticus	83683		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T05198	lagl	Lactobacillus agilis	1601		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T05206	lzy	Lactobacillus zymae	267363		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T05251	lpg	Lactobacillus pentosus	1589		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
T05341	lcy	Lactobacillus coryniformis	1610		Prokaryotes; Bacteria; Firmicutes - Bacilli; Lactobacillus
